index,validMoves,uniqueValidMoves,coverageRatio,twoCellMoves,threeCellMoves,fourPlusMoves,occupiedRegions,spatialDistributionScore,maxCellParticipationRatio,overlapScore,largestMove,averageArea,scorePotential,progress0ClearedRatio,progress0ValidMoves,progress0HasMove,progress1ClearedRatio,progress1ValidMoves,progress1HasMove,progress2ClearedRatio,progress2ValidMoves,progress2HasMove,progress3ClearedRatio,progress3ValidMoves,progress3HasMove
106,60,60,0.611764705882353,46,9,5,9,98.72533355353487,0.06666666666666667,80,4,2.316666666666667,104,0.1,54,true,0.24705882352941178,44,true,0.5058823529411764,17,true,0.6235294117647059,0,false
107,63,63,0.6235294117647059,44,14,5,9,96.68172176435304,0.047619047619047616,87.3015873015873,4,2.380952380952381,106,0.1,62,true,0.2529411764705882,53,true,0.5,26,true,0.6941176470588235,0,false
108,69,69,0.6764705882352942,48,19,2,9,97.133379331504,0.043478260869565216,88.40579710144928,4,2.3333333333333335,115,0.10588235294117647,62,true,0.2529411764705882,56,true,0.5058823529411764,32,true,0.7470588235294118,1,true
109,60,60,0.6,42,14,4,9,96.32627875389822,0.06666666666666667,80,6,2.433333333333333,102,0.1,60,true,0.2529411764705882,57,true,0.5058823529411764,27,true,0.7294117647058823,0,false
110,59,59,0.6,44,10,5,9,95.39589678367378,0.05084745762711865,86.44067796610169,4,2.3389830508474576,102,0.10588235294117647,55,true,0.2529411764705882,48,true,0.5,30,true,0.7235294117647059,0,false
111,62,62,0.6,43,13,6,9,98.46855716657608,0.06451612903225806,80.64516129032258,4,2.403225806451613,102,0.10588235294117647,64,true,0.24705882352941178,62,true,0.5176470588235295,35,true,0.7647058823529411,8,true
112,65,65,0.6,47,14,4,9,96.31939294192729,0.046153846153846156,87.6923076923077,6,2.3692307692307693,102,0.11176470588235295,61,true,0.24705882352941178,47,true,0.5,18,true,0.6411764705882353,0,false
113,61,61,0.611764705882353,43,13,5,9,97.86693966747558,0.06557377049180328,80.32786885245902,5,2.4098360655737703,104,0.10588235294117647,58,true,0.24705882352941178,52,true,0.5,35,true,0.7411764705882353,0,false
114,62,62,0.6,47,8,7,9,96.58785861818765,0.04838709677419355,87.09677419354838,4,2.3548387096774195,102,0.1,57,true,0.24705882352941178,51,true,0.5117647058823529,21,true,0.6235294117647059,0,false
115,58,58,0.6176470588235294,43,11,4,9,96.08493128242131,0.05172413793103448,86.20689655172414,5,2.3448275862068964,105,0.1,58,true,0.2529411764705882,50,true,0.5058823529411764,22,true,0.7,0,false
116,62,62,0.6176470588235294,44,15,3,9,94.8608397716711,0.04838709677419355,87.09677419354838,6,2.370967741935484,105,0.1,60,true,0.2529411764705882,55,true,0.5058823529411764,26,true,0.7529411764705882,1,true
117,63,63,0.6352941176470588,46,16,1,9,98.63189012885513,0.047619047619047616,87.3015873015873,4,2.2857142857142856,108,0.10588235294117647,58,true,0.24705882352941178,50,true,0.5058823529411764,33,true,0.7352941176470589,0,false
118,64,64,0.6235294117647059,51,11,2,9,97.72705438050278,0.0625,81.25,4,2.234375,106,0.1,61,true,0.24705882352941178,51,true,0.5058823529411764,27,true,0.6882352941176471,0,false
119,64,64,0.6235294117647059,44,13,7,9,99.17282896740535,0.046875,87.5,5,2.4375,106,0.1,61,true,0.24705882352941178,52,true,0.5117647058823529,27,true,0.7411764705882353,0,false
120,62,62,0.6176470588235294,46,11,5,9,98.61882159740853,0.04838709677419355,87.09677419354838,4,2.338709677419355,105,0.11176470588235295,56,true,0.2529411764705882,47,true,0.5176470588235295,24,true,0.6764705882352942,0,false
